AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
40,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
7,3,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
4,2,5,2,2,1,1,1,0,2,1,2,2,0,1,1,0
24,21,5,0,2,0,1,3,4,1,1,2,2,2,1,1,1
26,1,4,12,1,0,1,1,4,4,1,2,2,2,2,1,1
25,21,5,12,2,0,1,3,4,4,1,2,2,2,1,1,1
49,16,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
52,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
17,13,5,2,2,2,1,1,4,2,1,2,2,2,1,1,0
15,12,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
13,10,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
65,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
64,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
33,21,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
75,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
73,18,1,1,1,0,1,1,4,1,1,1,2,2,2,1,0
51,23,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
60,21,1,1,1,0,1,1,4,2,1,2,2,2,2,1,1
73,16,1,0,2,0,1,1,4,4,1,2,2,2,1,2,1
46,16,3,2,2,0,1,3,2,4,1,2,2,2,2,2,1
77,23,1,0,1,0,1,1,4,1,1,1,2,2,1,1,1
77,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
22,19,5,7,2,0,1,1,4,2,1,2,2,2,1,1,0
56,19,1,0,2,0,1,1,2,2,1,2,2,2,1,1,1
48,18,1,1,2,0,1,1,4,3,1,2,2,2,2,1,1
14,11,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
42,16,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
44,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
4,3,5,3,2,1,1,1,0,4,1,2,2,0,2,1,0
42,20,1,0,1,0,1,3,4,2,1,1,1,1,2,1,1
38,13,1,1,1,0,1,3,4,1,1,1,2,2,1,1,0
20,16,5,2,2,0,1,3,4,2,1,2,2,2,2,1,1
1,0,5,7,2,7,1,3,0,2,1,2,2,0,1,1,0
41,16,5,0,2,0,1,1,4,3,1,2,2,2,2,1,1
9,6,5,2,2,7,1,1,0,1,1,2,2,2,1,1,0
93,9,2,0,1,0,1,1,4,1,1,2,2,2,2,5,0
63,19,5,2,2,0,1,1,4,1,1,2,2,2,2,5,0
29,24,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
30,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
1,0,5,3,2,1,1,1,0,1,1,2,2,0,1,2,0
76,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
76,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
33,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
34,16,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
12,9,5,2,2,1,1,1,0,1,1,2,2,2,2,2,0
7,4,5,2,2,1,1,1,0,1,1,2,2,2,1,2,0
2,0,5,2,2,1,1,1,0,1,1,2,2,0,2,2,0
81,16,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
25,16,3,0,2,0,1,1,4,4,1,2,2,2,1,1,1
0,0,5,2,2,5,1,0,0,4,1,2,2,0,1,1,0
4,1,5,4,2,5,1,3,0,4,1,2,2,0,2,1,0
28,16,5,13,2,0,1,3,4,4,1,2,2,2,2,1,0
44,19,1,0,2,0,1,3,4,2,1,2,2,2,1,1,1
42,21,1,1,1,0,1,1,4,2,1,2,2,1,2,1,0
15,11,5,2,1,2,1,1,0,3,1,2,2,1,1,1,0
30,19,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
38,17,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
11,9,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
49,20,1,0,2,0,4,1,4,1,2,2,2,2,1,1,1
33,16,1,1,2,0,5,1,4,1,2,2,2,2,2,1,0
3,1,5,2,2,2,1,1,0,1,1,2,2,0,1,1,0
1,0,5,2,2,2,1,1,0,1,1,2,2,0,1,1,0
49,16,5,0,2,0,1,3,4,1,1,2,2,2,2,2,0
65,19,3,13,2,0,5,3,4,2,2,2,2,2,1,2,1
28,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
31,23,1,1,2,0,5,1,4,4,2,2,2,2,1,1,1
50,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
49,22,1,0,2,0,1,1,4,4,1,2,2,2,2,2,1
49,16,1,1,2,0,1,1,4,4,1,2,2,2,1,2,1
34,19,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
12,8,5,2,2,7,1,1,0,1,1,2,2,2,2,1,0
9,5,5,2,2,7,1,1,0,1,1,2,2,2,2,1,0
4,2,5,2,2,7,1,1,0,1,1,2,2,0,1,1,0
49,21,1,0,2,0,1,1,1,2,1,2,2,2,1,1,0
49,22,1,1,1,0,1,1,4,1,1,2,1,2,2,1,1
16,12,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
47,21,1,0,2,0,1,1,4,3,1,2,2,2,1,1,1
50,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
19,16,5,2,2,0,1,1,4,4,1,2,2,2,2,1,1
17,16,5,2,2,1,1,1,4,4,1,2,2,2,1,1,0
30,16,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
29,16,1,1,2,0,1,1,4,1,1,2,2,2,1,8,1
9,6,5,2,2,2,1,1,0,2,1,2,2,2,1,9,0
7,5,5,2,2,2,1,1,0,2,1,2,2,2,1,9,0
53,17,5,0,1,0,1,1,4,1,1,1,2,2,2,1,0
15,10,5,2,1,8,1,1,0,1,1,2,2,1,1,1,0
52,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
15,11,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
26,19,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
61,16,1,6,2,0,1,1,4,1,1,2,2,2,1,1,0
58,16,1,6,2,0,1,1,4,1,1,2,2,2,2,1,0
37,16,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
62,21,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
62,18,1,0,2,0,1,1,2,2,1,2,2,2,1,1,0
51,19,3,0,2,0,1,1,4,4,1,2,2,2,1,1,1
21,16,5,2,2,0,1,1,4,4,1,2,2,2,2,1,0
19,16,5,2,2,0,1,1,4,4,1,2,2,2,1,1,0
16,13,5,2,2,5,1,1,0,4,1,2,2,2,1,1,0
75,16,1,0,1,0,1,1,2,2,1,1,2,1,1,1,0
72,19,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
56,14,1,0,2,0,5,1,4,1,2,2,2,2,2,8,0
62,14,1,1,2,0,5,1,4,1,2,2,2,2,1,8,1
55,14,5,0,2,0,1,1,4,1,1,2,2,2,1,2,0
28,19,5,0,2,0,1,1,4,2,1,2,2,2,1,1,0
28,15,5,0,1,0,1,1,4,1,1,2,2,1,2,2,1
10,8,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
4,3,5,2,2,7,1,1,0,1,1,2,2,0,2,2,0
39,12,5,13,2,0,1,1,4,1,1,2,2,2,1,2,1
70,18,2,0,2,0,1,1,4,1,1,2,2,2,2,1,1
64,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
61,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
23,17,5,2,2,0,1,1,4,4,1,2,2,2,1,1,1
36,18,1,0,2,0,1,1,1,2,1,2,2,2,1,1,0
32,19,1,1,2,0,1,1,2,2,1,2,2,2,2,1,0
3,1,5,2,2,2,1,1,0,2,1,2,2,0,2,1,0
0,0,5,2,2,2,1,0,0,2,1,2,2,0,1,1,0
77,14,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
42,20,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
41,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
14,11,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
58,12,2,6,2,0,1,1,4,4,1,2,2,2,2,1,0
78,16,1,0,2,0,1,1,2,3,1,2,2,2,1,1,0
73,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
43,16,5,0,2,0,5,1,4,1,2,2,2,2,2,1,0
61,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
62,17,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
49,20,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
41,19,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
21,19,5,4,2,0,1,1,4,1,1,2,2,2,2,1,0
2,0,5,7,2,8,1,1,0,1,1,2,2,0,2,1,0
63,16,3,0,2,0,1,1,4,1,1,2,2,2,1,1,1
67,19,1,0,2,0,1,1,2,1,1,2,2,2,1,2,0
70,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
66,16,3,0,1,0,1,1,4,1,1,2,2,2,2,1,0
73,16,2,0,1,0,1,1,4,1,1,2,2,1,2,2,0
50,21,5,0,1,0,1,3,4,4,1,2,2,2,1,2,0
36,18,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
52,16,1,1,1,0,1,1,4,2,1,2,2,2,2,1,0
75,16,2,8,1,0,1,1,4,1,1,2,2,2,1,1,0
30,16,5,0,2,0,1,3,4,1,1,2,2,2,2,2,1
60,18,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
74,20,1,1,2,0,1,1,2,1,1,2,2,2,1,1,0
62,16,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
64,18,2,0,2,0,3,1,4,4,1,2,2,2,2,1,1
80,19,1,0,2,0,1,1,4,4,1,2,2,2,1,2,0
82,19,1,1,1,0,1,1,4,4,1,2,2,2,2,2,0
40,22,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
20,18,5,2,2,0,1,1,4,1,1,2,2,2,1,2,1
4,1,5,2,2,7,1,1,0,1,1,2,2,0,2,2,0
85,14,2,0,1,0,1,1,4,1,1,1,2,2,2,1,0
50,20,3,0,2,0,1,1,4,2,1,2,2,2,2,1,1
41,16,3,13,2,0,1,1,4,4,1,2,2,2,1,1,1
49,19,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
52,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
15,12,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
12,9,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
40,16,1,0,1,0,1,3,4,1,1,2,2,2,1,1,0
36,19,1,1,2,0,1,3,4,1,1,2,2,2,2,1,1
11,7,5,4,2,3,1,1,0,1,1,2,2,2,2,1,0
6,3,5,4,2,3,1,3,0,1,1,2,2,2,1,1,0
80,16,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
75,21,1,0,2,0,1,1,3,4,1,2,2,2,1,1,1
59,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
31,19,5,0,2,0,1,1,4,4,1,2,2,2,2,1,1
10,8,5,2,2,7,1,1,0,4,1,2,2,2,2,1,0
39,16,5,13,2,0,1,1,4,4,1,2,2,2,1,1,1
28,16,5,0,2,0,1,1,4,1,1,2,2,2,1,2,0
73,21,1,0,1,0,1,1,4,1,1,1,2,2,1,1,0
72,21,1,1,1,0,1,1,4,1,1,2,1,2,2,1,0
45,17,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
53,17,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
25,15,1,2,2,0,1,1,4,2,1,2,2,2,1,1,1
4,2,5,3,2,2,1,1,0,1,1,2,2,0,1,1,0
4,1,5,7,2,2,1,1,0,2,1,2,2,0,1,1,0
1,0,5,7,2,2,1,1,0,2,1,2,2,0,1,1,0
24,15,1,9,2,0,1,1,4,2,1,2,2,2,2,1,0
75,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
72,19,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
34,16,5,0,2,0,1,1,4,1,1,2,2,2,1,2,0
73,10,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
17,14,5,7,2,0,1,1,4,1,1,2,2,2,1,1,0
71,19,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
65,16,3,0,1,0,1,1,4,2,1,2,1,2,2,1,0
71,22,4,0,1,0,1,3,4,1,1,2,2,2,2,1,0
61,17,5,0,1,0,1,1,4,1,1,2,2,2,2,2,0
34,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,0
84,22,2,0,1,0,1,1,4,4,1,1,2,2,2,1,0
52,19,5,2,2,0,1,1,4,4,1,2,2,2,2,1,0
72,22,3,0,2,0,1,1,4,2,1,2,2,2,2,9,1
93,16,2,6,1,0,1,1,4,1,1,1,1,1,2,1,0
65,17,1,0,1,0,1,1,4,1,1,1,2,1,1,1,0
55,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
84,21,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
57,18,3,0,2,0,1,1,4,2,1,2,2,2,2,1,1
49,7,5,0,1,0,1,1,4,1,1,2,2,1,1,2,0
74,21,5,0,2,0,1,1,4,2,1,2,2,2,1,1,0
49,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
46,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
58,16,3,0,2,0,1,1,4,1,1,2,2,2,1,1,1
59,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
62,19,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
45,20,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
15,11,5,2,2,7,1,1,0,1,1,2,2,2,1,1,0
23,16,5,0,2,0,1,3,4,4,1,2,2,2,1,1,1
24,19,5,13,2,0,1,3,4,4,1,2,2,2,2,1,1
80,21,1,0,2,0,1,1,3,1,1,2,2,2,1,1,0
77,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
79,15,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
78,15,1,1,1,0,1,1,4,1,1,2,2,2,2,1,0
41,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
39,22,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
67,19,1,0,2,0,1,1,4,2,1,2,2,2,1,1,0
60,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
75,11,2,0,1,0,1,1,4,1,1,2,2,2,2,1,0
61,22,3,0,2,0,1,1,4,2,1,2,2,2,2,1,1
40,21,1,2,2,0,3,1,4,2,1,2,2,2,2,9,1
19,18,5,7,2,0,1,1,4,2,1,2,2,2,1,1,0
41,16,1,9,1,0,1,1,4,4,1,2,1,1,1,1,0
19,16,5,15,2,0,1,3,4,4,1,2,2,2,1,1,0
62,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
61,21,1,1,1,0,1,1,4,2,1,2,2,2,2,1,0
24,21,5,2,2,0,1,1,4,4,1,2,2,2,2,1,1
73,15,2,0,2,0,5,1,4,1,2,2,2,2,1,1,0
48,16,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
24,19,5,0,2,0,1,1,4,1,1,2,2,2,2,1,1
44,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
45,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
35,17,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
36,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
10,6,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
0,0,5,2,2,1,1,0,0,1,1,2,2,0,2,1,0
77,14,2,10,2,0,1,1,4,2,1,2,2,2,2,1,0
53,17,4,0,2,0,1,1,4,4,1,2,2,2,2,1,1
47,18,3,0,2,0,1,3,4,2,1,2,2,2,2,1,1
21,16,1,0,2,0,1,3,4,4,1,2,2,2,2,2,1
50,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
50,20,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
19,19,5,2,2,0,1,1,4,2,1,2,2,2,2,1,1
14,12,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
35,17,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
18,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,0
17,14,5,2,2,7,1,1,4,1,1,2,2,2,1,2,0
14,12,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
4,2,5,2,2,7,1,1,0,1,1,2,2,0,2,2,0
1,0,5,2,2,7,1,1,0,4,1,2,2,0,2,2,0
50,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
53,20,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
73,20,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
53,21,3,2,2,0,1,1,4,2,1,2,2,2,2,1,0
20,18,5,7,2,0,1,1,4,2,1,2,2,2,1,1,0
34,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
30,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
55,19,3,0,2,0,1,1,4,4,1,2,2,2,1,2,1
42,22,1,0,2,0,1,1,1,2,1,2,2,2,1,1,0
47,17,1,1,2,0,5,1,4,1,2,2,2,2,2,6,0
28,19,5,0,2,0,1,1,4,4,1,2,2,2,1,1,1
51,16,1,0,1,0,1,1,4,1,1,2,1,2,2,1,0
53,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
21,16,5,2,1,0,1,1,4,4,1,2,2,2,1,1,1
63,19,3,0,2,0,1,1,4,4,1,2,2,2,2,2,0
27,21,5,0,2,0,1,1,4,2,1,2,2,2,2,1,1
27,21,5,13,2,0,1,1,4,2,1,2,2,2,2,1,1
57,22,3,0,2,0,1,1,2,1,1,2,2,2,1,1,0
70,21,1,0,2,0,1,1,4,1,1,2,2,2,1,9,0
70,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
26,19,5,0,2,0,1,3,4,1,1,2,2,2,1,2,1
71,16,2,0,2,0,1,1,4,1,1,2,2,2,1,1,0
25,21,5,0,2,0,1,3,4,2,1,2,2,2,2,1,1
27,21,5,13,2,0,1,3,4,4,1,2,2,2,1,1,1
55,21,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
65,22,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
41,13,5,0,2,0,1,3,4,1,1,2,2,2,2,2,0
24,16,5,0,1,0,1,3,4,1,1,2,2,2,1,1,0
6,3,5,4,2,6,1,3,0,1,1,2,2,2,1,1,0
25,16,5,13,2,0,1,3,4,1,1,2,2,2,2,1,1
70,21,1,0,2,0,4,1,4,2,2,2,2,2,2,1,0
70,23,1,1,2,0,4,1,3,2,2,2,2,2,1,1,1
55,20,1,0,2,0,1,3,4,4,1,2,2,2,1,1,1
58,16,1,1,2,0,1,3,4,4,1,2,2,2,2,1,0
36,21,3,0,2,0,1,1,4,4,1,2,2,2,2,9,0
3,3,5,2,2,7,1,1,0,4,1,2,2,0,1,9,0
52,16,1,0,1,0,1,1,4,2,1,2,2,2,1,1,0
47,10,1,1,1,0,1,1,4,2,1,2,2,1,2,1,0
27,20,3,2,1,0,1,1,4,2,1,2,1,1,2,1,0
2,0,5,7,2,7,1,1,0,1,1,2,2,0,2,1,0
26,16,5,15,2,0,1,3,4,1,1,2,2,2,1,1,1
38,23,5,0,2,0,4,1,4,4,2,2,2,2,2,1,1
68,21,1,6,2,0,4,1,4,4,2,2,2,2,2,1,0
66,23,1,6,2,0,4,1,4,4,2,2,2,2,1,1,1
68,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
67,18,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
57,17,1,1,2,0,1,1,4,1,1,2,2,2,1,2,0
47,21,3,0,2,0,1,3,4,1,1,2,2,2,2,2,1
65,21,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
48,12,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
18,16,5,2,2,0,1,1,4,1,1,2,2,2,1,1,0
17,13,5,2,2,7,1,1,4,1,1,2,2,2,2,1,0
60,19,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
24,16,5,7,2,0,1,1,4,1,1,2,2,2,2,2,1
61,16,5,0,2,0,1,1,4,1,1,2,2,2,1,2,1
43,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
44,20,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
29,19,1,0,2,0,1,2,1,2,1,2,2,2,1,1,0
39,21,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
16,13,5,2,2,7,1,1,0,1,1,2,2,2,2,1,0
93,9,2,0,2,0,1,1,2,1,1,2,2,2,1,1,0
29,19,1,0,2,0,1,3,4,2,1,2,2,2,2,1,1
36,19,1,1,2,0,4,3,4,1,2,2,2,2,1,1,1
5,2,5,2,2,1,1,3,0,2,1,2,2,2,2,1,0
9,6,5,4,2,1,1,3,0,2,1,2,2,2,1,1,0
34,16,5,0,2,0,1,1,4,1,1,2,2,2,1,2,1
8,3,5,2,2,5,1,1,0,1,1,2,2,2,1,2,0
55,14,3,0,2,0,1,1,4,1,1,2,2,2,1,2,0
67,21,5,5,2,0,1,1,4,1,1,2,2,2,1,2,0
25,16,4,0,2,0,1,3,4,4,1,2,2,2,2,1,1
4,2,5,2,2,7,1,3,0,4,1,2,2,0,1,1,0
30,18,5,13,2,0,1,3,4,4,1,2,2,2,1,1,1
63,19,2,15,1,0,1,3,4,1,1,2,2,2,2,1,0
41,15,3,0,2,0,1,1,4,4,1,2,2,2,1,1,1
16,14,5,2,2,5,1,1,0,4,1,2,2,2,1,1,0
11,8,5,2,2,5,1,1,0,4,1,2,2,2,2,1,0
52,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
55,19,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
40,20,5,0,1,0,1,1,4,1,1,2,2,2,1,2,1
43,16,5,5,1,0,1,1,4,1,1,2,1,2,1,2,1
61,20,3,6,2,0,1,1,4,1,1,2,2,2,2,2,0
30,21,1,0,1,0,1,1,4,1,1,2,2,2,2,2,1
44,18,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
73,16,2,0,1,0,1,1,4,1,1,2,2,1,2,2,0
58,14,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
57,16,1,1,1,0,1,1,4,1,1,1,2,2,1,2,0
15,11,5,7,2,0,1,3,0,1,1,2,2,2,1,2,0
72,14,1,0,2,0,1,3,4,1,1,2,2,2,1,2,0
67,16,1,1,2,0,1,3,4,1,1,2,2,2,2,2,0
51,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
44,20,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
12,8,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
9,6,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
55,17,1,0,1,0,1,1,4,1,1,2,2,2,1,1,0
57,16,1,1,2,0,1,1,4,2,1,2,2,2,2,5,1
82,16,2,6,1,0,1,1,4,1,1,2,2,1,2,1,0
27,17,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
25,17,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
58,19,1,0,2,0,4,1,4,1,2,2,2,2,1,1,1
61,21,1,1,2,0,4,1,4,1,2,2,2,2,2,1,0
26,16,5,2,2,0,1,1,4,1,1,2,2,2,2,1,1
69,3,5,0,1,0,1,1,4,1,1,2,2,2,1,2,0
38,16,5,10,2,0,1,1,4,1,1,2,2,2,2,2,0
5,1,5,10,2,7,1,1,0,1,1,2,2,2,2,2,0
56,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
51,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
29,23,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
28,21,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
38,20,4,0,2,0,1,1,4,4,1,2,2,2,2,2,0
15,12,5,2,2,7,1,1,0,4,1,2,2,2,1,2,0
13,11,5,2,2,7,1,1,0,4,1,2,2,2,1,2,0
9,6,5,2,2,7,1,1,0,4,1,2,2,2,1,2,0
2,0,5,2,2,7,1,1,0,4,1,2,2,0,2,2,0
56,21,1,0,1,0,1,1,4,3,1,2,2,2,2,1,1
60,21,1,1,2,0,4,1,4,1,2,2,2,2,1,6,1
47,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
20,16,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
47,16,5,13,1,0,1,1,4,1,1,2,2,2,1,2,0
50,22,2,0,2,0,1,1,4,1,1,2,2,2,2,1,1
18,16,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
16,13,5,2,2,7,1,1,0,1,1,2,2,2,2,1,1
54,18,3,0,2,0,1,1,4,4,1,2,2,2,2,1,1
77,16,3,0,1,0,1,1,4,2,1,2,2,2,1,1,1
65,17,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
36,14,1,0,1,0,1,1,4,4,1,1,1,2,2,1,0
44,12,1,1,1,0,1,1,4,4,1,2,1,2,1,1,1
11,8,5,2,2,2,1,1,0,4,1,2,2,2,1,1,0
8,6,5,2,1,2,1,1,0,4,1,1,1,1,2,1,0
8,6,5,2,1,2,1,1,0,4,1,2,1,2,2,1,0
71,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
66,21,1,1,2,0,1,1,4,1,1,2,2,2,1,2,0
36,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
39,11,1,1,2,0,4,1,4,1,2,2,2,2,1,1,1
16,14,5,2,2,1,4,1,0,1,2,2,2,2,1,1,1
12,10,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
7,5,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
4,2,5,2,2,1,1,1,0,1,1,2,2,0,2,1,0
65,19,3,0,2,0,1,3,4,2,1,2,2,2,1,1,1
57,19,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
67,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
50,19,5,0,2,0,1,1,3,1,1,2,2,2,1,2,1
35,16,5,5,2,0,1,1,3,1,1,2,2,2,1,2,1
67,16,5,6,1,0,1,1,4,1,1,2,2,2,2,2,0
21,16,5,10,1,0,1,1,4,1,1,2,2,1,1,2,0
53,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
54,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
20,19,5,2,2,0,1,1,4,2,1,2,2,2,2,1,0
72,16,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
42,16,3,0,2,0,1,1,4,1,1,2,2,2,1,2,1
62,15,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
66,13,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
31,17,3,0,2,0,1,1,4,4,1,2,2,2,2,1,1
10,7,5,2,2,7,1,1,0,4,1,2,2,2,2,1,0
3,1,5,2,2,7,1,1,0,4,1,2,2,0,1,1,0
34,17,5,13,2,0,1,1,4,4,1,2,2,2,1,1,1
77,16,3,0,1,0,1,3,4,1,1,2,2,2,1,2,0
53,13,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
52,13,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
35,16,5,0,2,0,1,1,4,2,1,2,2,2,2,9,1
16,13,5,2,2,7,1,1,0,4,1,2,2,2,1,9,0
9,5,5,2,2,7,1,1,0,4,1,2,2,2,2,9,0
5,2,5,2,2,7,1,1,0,4,1,2,2,2,2,9,0
34,20,1,0,1,0,1,3,2,2,1,2,2,2,2,1,0
30,20,1,1,2,0,1,3,1,1,1,2,2,2,1,1,0
