age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,admin.,single,university.degree,no,no,yes,cellular,jul,wed,979,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,admin.,married,university.degree,no,yes,no,cellular,jul,wed,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,married,professional.course,no,yes,no,cellular,jul,wed,172,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,services,single,high.school,no,unknown,unknown,telephone,jul,wed,588,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,152,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,admin.,married,university.degree,no,yes,no,cellular,jul,wed,396,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,self-employed,married,professional.course,unknown,no,no,cellular,jul,wed,434,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,wed,322,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,services,single,university.degree,no,no,no,cellular,jul,wed,698,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,services,single,basic.9y,no,yes,no,cellular,jul,wed,73,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,single,basic.6y,no,no,no,cellular,jul,wed,638,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,technician,married,high.school,unknown,no,no,cellular,jul,wed,517,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,services,married,high.school,no,no,no,cellular,jul,wed,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,single,university.degree,no,yes,yes,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,single,university.degree,no,no,no,cellular,jul,wed,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,management,married,university.degree,no,yes,no,cellular,jul,wed,957,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
31,technician,single,professional.course,no,no,no,telephone,jul,wed,296,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,entrepreneur,married,basic.9y,no,yes,yes,telephone,jul,wed,85,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,single,university.degree,no,yes,no,cellular,jul,wed,438,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,332,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,125,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,services,single,university.degree,no,unknown,unknown,cellular,jul,wed,288,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,services,single,basic.9y,no,no,no,cellular,jul,wed,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,admin.,single,university.degree,no,no,no,cellular,jul,wed,203,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,902,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
31,blue-collar,married,high.school,no,no,no,cellular,jul,wed,248,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,services,single,basic.9y,no,no,no,cellular,jul,wed,711,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,55,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1327,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
30,management,married,university.degree,no,yes,no,telephone,jul,wed,90,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,single,high.school,no,no,no,telephone,jul,wed,239,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,single,university.degree,no,no,no,telephone,jul,wed,67,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,2078,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
29,technician,single,university.degree,no,no,yes,telephone,jul,wed,203,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,single,university.degree,no,no,yes,telephone,jul,wed,1118,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,admin.,single,professional.course,no,no,no,cellular,jul,wed,580,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,management,married,university.degree,no,yes,yes,cellular,jul,wed,229,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,497,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,technician,married,basic.9y,no,yes,no,cellular,jul,wed,81,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,admin.,single,professional.course,no,no,yes,cellular,jul,wed,206,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,divorced,professional.course,no,no,no,cellular,jul,wed,180,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,divorced,professional.course,no,no,yes,cellular,jul,wed,808,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
28,admin.,married,university.degree,no,yes,no,cellular,jul,wed,510,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,technician,married,university.degree,no,yes,no,cellular,jul,wed,162,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,413,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,services,single,basic.9y,no,no,no,telephone,jul,wed,350,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,admin.,married,high.school,no,no,no,cellular,jul,wed,201,16,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,admin.,single,high.school,no,no,yes,cellular,jul,wed,437,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,services,divorced,basic.9y,unknown,no,no,cellular,jul,wed,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,admin.,single,university.degree,no,yes,no,cellular,jul,wed,147,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22,admin.,single,high.school,no,yes,no,telephone,jul,wed,293,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,blue-collar,married,basic.6y,no,yes,yes,telephone,jul,wed,329,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,609,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,1309,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
32,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,158,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,services,single,high.school,no,no,no,cellular,jul,wed,74,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,admin.,married,high.school,no,no,no,cellular,jul,wed,419,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,services,single,high.school,no,unknown,unknown,cellular,jul,wed,1300,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,admin.,divorced,basic.6y,no,no,no,cellular,jul,wed,144,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,services,single,high.school,no,yes,no,cellular,jul,wed,156,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,280,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,technician,married,professional.course,no,no,no,telephone,jul,wed,36,15,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,blue-collar,single,basic.4y,no,no,no,cellular,jul,wed,53,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,933,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,790,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,blue-collar,single,basic.9y,unknown,yes,yes,cellular,jul,wed,171,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,blue-collar,single,professional.course,no,yes,no,cellular,jul,wed,505,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,married,professional.course,no,no,no,cellular,jul,wed,495,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,self-employed,married,professional.course,unknown,yes,yes,cellular,jul,wed,683,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
24,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,84,13,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,admin.,married,high.school,no,yes,no,telephone,jul,wed,103,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,236,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,services,married,basic.9y,no,yes,no,telephone,jul,wed,71,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,services,single,basic.6y,no,yes,no,cellular,jul,wed,476,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,single,high.school,no,no,no,cellular,jul,thu,54,29,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,single,basic.9y,unknown,no,yes,telephone,jul,thu,70,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,married,university.degree,no,yes,no,cellular,jul,thu,357,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,yes,no,telephone,jul,thu,32,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,yes,no,cellular,jul,thu,148,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,yes,no,cellular,jul,thu,46,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,blue-collar,single,basic.6y,no,yes,no,cellular,jul,thu,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,university.degree,no,no,yes,cellular,jul,thu,200,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,married,high.school,no,no,no,cellular,jul,thu,125,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,thu,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,services,married,high.school,unknown,no,yes,cellular,jul,thu,205,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,no,yes,cellular,jul,thu,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,single,high.school,no,no,no,cellular,jul,thu,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,married,high.school,no,no,no,cellular,jul,thu,544,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,326,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,single,basic.9y,no,no,no,telephone,jul,thu,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,student,single,high.school,no,yes,no,cellular,jul,thu,853,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
31,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,467,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,university.degree,no,no,no,cellular,jul,thu,55,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,management,single,university.degree,no,no,no,cellular,jul,thu,528,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,yes,no,cellular,jul,thu,211,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,high.school,no,yes,no,cellular,jul,thu,209,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,entrepreneur,single,university.degree,no,yes,no,cellular,jul,thu,329,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,basic.9y,no,no,no,cellular,jul,thu,142,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,523,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,39,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,services,single,high.school,no,yes,no,cellular,jul,thu,576,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,169,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,blue-collar,single,basic.9y,no,yes,no,telephone,jul,thu,308,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,single,university.degree,no,yes,no,telephone,jul,thu,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,high.school,no,yes,no,cellular,jul,thu,304,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,no,no,cellular,jul,thu,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,yes,no,telephone,jul,thu,122,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,873,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
21,unemployed,married,high.school,no,yes,yes,cellular,jul,thu,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,single,university.degree,no,yes,no,cellular,jul,thu,72,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,single,professional.course,no,no,no,telephone,jul,thu,575,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.9y,no,no,yes,cellular,jul,thu,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,basic.9y,no,no,no,cellular,jul,thu,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,196,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,79,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,married,high.school,no,yes,no,cellular,jul,thu,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,347,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,no,no,no,telephone,jul,thu,101,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,203,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,services,married,basic.9y,unknown,yes,no,cellular,jul,thu,318,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,448,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1820,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,basic.9y,no,yes,no,cellular,jul,thu,144,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,553,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,admin.,married,university.degree,no,no,no,cellular,jul,thu,180,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,263,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,technician,divorced,high.school,no,yes,no,cellular,jul,thu,237,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,technician,single,university.degree,no,no,no,telephone,jul,thu,447,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,high.school,no,yes,no,cellular,jul,fri,1422,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
31,admin.,divorced,high.school,no,no,yes,cellular,jul,fri,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,entrepreneur,divorced,university.degree,no,yes,yes,cellular,jul,fri,57,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,123,16,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,services,single,high.school,no,no,no,cellular,jul,fri,102,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,high.school,no,yes,no,cellular,jul,fri,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,university.degree,no,no,yes,cellular,jul,fri,979,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
27,services,single,high.school,no,no,yes,cellular,jul,fri,616,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
27,technician,single,high.school,no,no,no,cellular,jul,fri,198,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,high.school,no,yes,no,cellular,jul,fri,784,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
31,self-employed,married,university.degree,no,yes,no,cellular,jul,fri,298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,159,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,267,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,803,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,professional.course,no,yes,no,telephone,jul,fri,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,professional.course,no,no,no,cellular,jul,fri,256,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,technician,single,high.school,no,no,yes,cellular,jul,fri,112,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,university.degree,no,yes,no,cellular,jul,fri,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,university.degree,no,unknown,unknown,cellular,jul,fri,352,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,basic.4y,no,no,no,telephone,jul,fri,110,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,services,single,university.degree,no,no,no,cellular,jul,fri,246,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,286,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,unknown,no,yes,no,cellular,jul,fri,238,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,high.school,no,no,no,cellular,jul,fri,168,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,entrepreneur,married,university.degree,no,yes,no,cellular,jul,fri,94,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,yes,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,132,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,university.degree,no,no,no,cellular,jul,fri,67,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,66,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,technician,single,unknown,no,yes,no,cellular,jul,fri,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,53,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,services,married,high.school,no,yes,no,cellular,jul,fri,442,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,high.school,no,yes,no,cellular,jul,fri,147,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,married,high.school,no,no,no,cellular,jul,fri,1161,26,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,155,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,unknown,no,yes,no,cellular,jul,fri,266,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,high.school,no,yes,no,cellular,jul,fri,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,services,married,high.school,no,yes,no,cellular,jul,fri,396,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,services,single,high.school,no,yes,no,cellular,jul,fri,273,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,services,married,high.school,no,no,yes,cellular,jul,fri,200,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,single,university.degree,no,no,yes,cellular,jul,fri,83,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,services,married,high.school,no,no,yes,cellular,jul,fri,1319,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,high.school,no,yes,no,telephone,jul,fri,143,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,management,single,university.degree,no,yes,yes,cellular,jul,fri,114,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,high.school,no,no,yes,cellular,jul,fri,63,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1369,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,52,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,management,single,university.degree,no,yes,no,cellular,jul,mon,30,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,married,high.school,no,no,no,cellular,jul,mon,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,university.degree,no,no,no,cellular,jul,mon,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,single,high.school,unknown,yes,no,cellular,jul,mon,246,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,married,unknown,no,no,no,cellular,jul,mon,246,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,160,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,high.school,no,yes,no,cellular,jul,mon,290,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,married,unknown,no,no,no,cellular,jul,mon,234,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,married,unknown,no,no,no,cellular,jul,mon,220,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,married,unknown,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,university.degree,no,no,no,telephone,jul,mon,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,single,high.school,no,no,no,telephone,jul,tue,480,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,technician,single,professional.course,no,yes,no,cellular,jul,tue,62,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,blue-collar,single,professional.course,no,no,yes,telephone,jul,tue,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,303,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,services,married,basic.9y,no,no,no,cellular,jul,tue,70,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,admin.,married,university.degree,no,no,no,cellular,jul,tue,2516,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
29,services,divorced,high.school,unknown,no,no,cellular,jul,tue,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,admin.,married,unknown,no,no,yes,cellular,jul,tue,64,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
